h0 [SinglePointCrossover,BitFlipMutation] 1983
h1 [SinglePointCrossover,LoopMoveOperator] 2059
h2 [SinglePointCrossover,LocalMoveOperator] 2054
h3 [SinglePointCrossover,SegmentMutation] 1908
h4 [SinglePointCrossover,OppositeMoveOperator] 2032
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 1981
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 1988
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 1916
h8 [IntegerTwoPointsCrossover,SegmentMutation] 2080
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 1905
h10 [MultiPointsCrossover,BitFlipMutation] 2055
h11 [MultiPointsCrossover,LoopMoveOperator] 1963
h12 [MultiPointsCrossover,LocalMoveOperator] 1883
h13 [MultiPointsCrossover,SegmentMutation] 1939
h14 [MultiPointsCrossover,OppositeMoveOperator] 1954
