h0 [SinglePointCrossover,BitFlipMutation] 4001
h1 [SinglePointCrossover,LoopMoveOperator] 4063
h2 [SinglePointCrossover,LocalMoveOperator] 3973
h3 [SinglePointCrossover,SegmentMutation] 3966
h4 [SinglePointCrossover,OppositeMoveOperator] 4050
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 3954
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 4002
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 4042
h8 [IntegerTwoPointsCrossover,SegmentMutation] 4074
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 3990
h10 [MultiPointsCrossover,BitFlipMutation] 4043
h11 [MultiPointsCrossover,LoopMoveOperator] 4046
h12 [MultiPointsCrossover,LocalMoveOperator] 3927
h13 [MultiPointsCrossover,SegmentMutation] 4006
h14 [MultiPointsCrossover,OppositeMoveOperator] 3863
