h0 [SinglePointCrossover,BitFlipMutation] 4022
h1 [SinglePointCrossover,LoopMoveOperator] 4049
h2 [SinglePointCrossover,LocalMoveOperator] 3934
h3 [SinglePointCrossover,SegmentMutation] 3993
h4 [SinglePointCrossover,OppositeMoveOperator] 4042
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 4031
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 4010
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 3966
h8 [IntegerTwoPointsCrossover,SegmentMutation] 4080
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 3990
h10 [MultiPointsCrossover,BitFlipMutation] 3955
h11 [MultiPointsCrossover,LoopMoveOperator] 4044
h12 [MultiPointsCrossover,LocalMoveOperator] 3941
h13 [MultiPointsCrossover,SegmentMutation] 3920
h14 [MultiPointsCrossover,OppositeMoveOperator] 4023
