h0 [SinglePointCrossover,BitFlipMutation] 3984
h1 [SinglePointCrossover,LoopMoveOperator] 3881
h2 [SinglePointCrossover,LocalMoveOperator] 4006
h3 [SinglePointCrossover,SegmentMutation] 4099
h4 [SinglePointCrossover,OppositeMoveOperator] 4065
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 4028
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 3903
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 3996
h8 [IntegerTwoPointsCrossover,SegmentMutation] 3954
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 4003
h10 [MultiPointsCrossover,BitFlipMutation] 4021
h11 [MultiPointsCrossover,LoopMoveOperator] 4057
h12 [MultiPointsCrossover,LocalMoveOperator] 4007
h13 [MultiPointsCrossover,SegmentMutation] 3944
h14 [MultiPointsCrossover,OppositeMoveOperator] 4052
