h0 [SinglePointCrossover,BitFlipMutation] 3972
h1 [SinglePointCrossover,LoopMoveOperator] 3989
h2 [SinglePointCrossover,LocalMoveOperator] 3876
h3 [SinglePointCrossover,SegmentMutation] 4099
h4 [SinglePointCrossover,OppositeMoveOperator] 3987
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 4054
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 4083
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 3958
h8 [IntegerTwoPointsCrossover,SegmentMutation] 4009
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 4025
h10 [MultiPointsCrossover,BitFlipMutation] 3949
h11 [MultiPointsCrossover,LoopMoveOperator] 4073
h12 [MultiPointsCrossover,LocalMoveOperator] 3932
h13 [MultiPointsCrossover,SegmentMutation] 4005
h14 [MultiPointsCrossover,OppositeMoveOperator] 3989
