h0 [SinglePointCrossover,BitFlipMutation] 2032
h1 [SinglePointCrossover,LoopMoveOperator] 1982
h2 [SinglePointCrossover,LocalMoveOperator] 1927
h3 [SinglePointCrossover,SegmentMutation] 2015
h4 [SinglePointCrossover,OppositeMoveOperator] 2027
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 1938
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 1955
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 2077
h8 [IntegerTwoPointsCrossover,SegmentMutation] 1992
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 1918
h10 [MultiPointsCrossover,BitFlipMutation] 2007
h11 [MultiPointsCrossover,LoopMoveOperator] 2004
h12 [MultiPointsCrossover,LocalMoveOperator] 1984
h13 [MultiPointsCrossover,SegmentMutation] 1986
h14 [MultiPointsCrossover,OppositeMoveOperator] 1956
