h0 [SinglePointCrossover,BitFlipMutation] 3990
h1 [SinglePointCrossover,LoopMoveOperator] 4007
h2 [SinglePointCrossover,LocalMoveOperator] 4023
h3 [SinglePointCrossover,SegmentMutation] 3966
h4 [SinglePointCrossover,OppositeMoveOperator] 3968
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 3954
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 4104
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 4000
h8 [IntegerTwoPointsCrossover,SegmentMutation] 4010
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 4040
h10 [MultiPointsCrossover,BitFlipMutation] 3892
h11 [MultiPointsCrossover,LoopMoveOperator] 4114
h12 [MultiPointsCrossover,LocalMoveOperator] 3931
h13 [MultiPointsCrossover,SegmentMutation] 4006
h14 [MultiPointsCrossover,OppositeMoveOperator] 3995
