h0 [SinglePointCrossover,BitFlipMutation] 3893
h1 [SinglePointCrossover,LoopMoveOperator] 4080
h2 [SinglePointCrossover,LocalMoveOperator] 3943
h3 [SinglePointCrossover,SegmentMutation] 3987
h4 [SinglePointCrossover,OppositeMoveOperator] 4145
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 4042
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 3952
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 4077
h8 [IntegerTwoPointsCrossover,SegmentMutation] 4013
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 3942
h10 [MultiPointsCrossover,BitFlipMutation] 3925
h11 [MultiPointsCrossover,LoopMoveOperator] 3927
h12 [MultiPointsCrossover,LocalMoveOperator] 4005
h13 [MultiPointsCrossover,SegmentMutation] 4031
h14 [MultiPointsCrossover,OppositeMoveOperator] 4038
