h0 [SinglePointCrossover,BitFlipMutation] 3899
h1 [SinglePointCrossover,LoopMoveOperator] 4083
h2 [SinglePointCrossover,LocalMoveOperator] 3916
h3 [SinglePointCrossover,SegmentMutation] 3986
h4 [SinglePointCrossover,OppositeMoveOperator] 4094
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 4087
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 3955
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 3969
h8 [IntegerTwoPointsCrossover,SegmentMutation] 3985
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 4069
h10 [MultiPointsCrossover,BitFlipMutation] 3996
h11 [MultiPointsCrossover,LoopMoveOperator] 4051
h12 [MultiPointsCrossover,LocalMoveOperator] 3875
h13 [MultiPointsCrossover,SegmentMutation] 4061
h14 [MultiPointsCrossover,OppositeMoveOperator] 3974
