h0 [SinglePointCrossover,BitFlipMutation] 3921
h1 [SinglePointCrossover,LoopMoveOperator] 4114
h2 [SinglePointCrossover,LocalMoveOperator] 4056
h3 [SinglePointCrossover,SegmentMutation] 4009
h4 [SinglePointCrossover,OppositeMoveOperator] 3955
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 4060
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 3956
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 4094
h8 [IntegerTwoPointsCrossover,SegmentMutation] 3933
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 4033
h10 [MultiPointsCrossover,BitFlipMutation] 3931
h11 [MultiPointsCrossover,LoopMoveOperator] 4028
h12 [MultiPointsCrossover,LocalMoveOperator] 3971
h13 [MultiPointsCrossover,SegmentMutation] 3927
h14 [MultiPointsCrossover,OppositeMoveOperator] 4012
