h0 [SinglePointCrossover,BitFlipMutation] 1658
h1 [SinglePointCrossover,LoopMoveOperator] 1644
h2 [SinglePointCrossover,LocalMoveOperator] 1647
h3 [SinglePointCrossover,SegmentMutation] 1647
h4 [SinglePointCrossover,OppositeMoveOperator] 1636
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 1611
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 1670
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 1667
h8 [IntegerTwoPointsCrossover,SegmentMutation] 1772
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 1723
h10 [MultiPointsCrossover,BitFlipMutation] 1675
h11 [MultiPointsCrossover,LoopMoveOperator] 1642
h12 [MultiPointsCrossover,LocalMoveOperator] 1667
h13 [MultiPointsCrossover,SegmentMutation] 1655
h14 [MultiPointsCrossover,OppositeMoveOperator] 1686
