h0 [SinglePointCrossover,BitFlipMutation] 1932
h1 [SinglePointCrossover,LoopMoveOperator] 2018
h2 [SinglePointCrossover,LocalMoveOperator] 2062
h3 [SinglePointCrossover,SegmentMutation] 2003
h4 [SinglePointCrossover,OppositeMoveOperator] 1962
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 2048
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 1911
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 1924
h8 [IntegerTwoPointsCrossover,SegmentMutation] 1980
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 1956
h10 [MultiPointsCrossover,BitFlipMutation] 2037
h11 [MultiPointsCrossover,LoopMoveOperator] 1987
h12 [MultiPointsCrossover,LocalMoveOperator] 2030
h13 [MultiPointsCrossover,SegmentMutation] 2016
h14 [MultiPointsCrossover,OppositeMoveOperator] 1984
