h0 [SinglePointCrossover,BitFlipMutation] 4053
h1 [SinglePointCrossover,LoopMoveOperator] 3948
h2 [SinglePointCrossover,LocalMoveOperator] 4010
h3 [SinglePointCrossover,SegmentMutation] 4067
h4 [SinglePointCrossover,OppositeMoveOperator] 3981
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 3857
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 3849
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 3928
h8 [IntegerTwoPointsCrossover,SegmentMutation] 3877
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 3948
h10 [MultiPointsCrossover,BitFlipMutation] 4017
h11 [MultiPointsCrossover,LoopMoveOperator] 3945
h12 [MultiPointsCrossover,LocalMoveOperator] 3973
h13 [MultiPointsCrossover,SegmentMutation] 4027
h14 [MultiPointsCrossover,OppositeMoveOperator] 3920
