h0 [SinglePointCrossover,BitFlipMutation] 3879
h1 [SinglePointCrossover,LoopMoveOperator] 3894
h2 [SinglePointCrossover,LocalMoveOperator] 3882
h3 [SinglePointCrossover,SegmentMutation] 3912
h4 [SinglePointCrossover,OppositeMoveOperator] 3870
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 4064
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 3981
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 4066
h8 [IntegerTwoPointsCrossover,SegmentMutation] 4003
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 4013
h10 [MultiPointsCrossover,BitFlipMutation] 3891
h11 [MultiPointsCrossover,LoopMoveOperator] 3957
h12 [MultiPointsCrossover,LocalMoveOperator] 4047
h13 [MultiPointsCrossover,SegmentMutation] 3973
h14 [MultiPointsCrossover,OppositeMoveOperator] 3968
