h0 [SinglePointCrossover,BitFlipMutation] 4108
h1 [SinglePointCrossover,LoopMoveOperator] 3995
h2 [SinglePointCrossover,LocalMoveOperator] 3920
h3 [SinglePointCrossover,SegmentMutation] 4019
h4 [SinglePointCrossover,OppositeMoveOperator] 4019
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 4044
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 3957
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 3967
h8 [IntegerTwoPointsCrossover,SegmentMutation] 3941
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 4103
h10 [MultiPointsCrossover,BitFlipMutation] 3969
h11 [MultiPointsCrossover,LoopMoveOperator] 4010
h12 [MultiPointsCrossover,LocalMoveOperator] 4045
h13 [MultiPointsCrossover,SegmentMutation] 3946
h14 [MultiPointsCrossover,OppositeMoveOperator] 3957
