h0 [SinglePointCrossover,BitFlipMutation] 4083
h1 [SinglePointCrossover,LoopMoveOperator] 4014
h2 [SinglePointCrossover,LocalMoveOperator] 3933
h3 [SinglePointCrossover,SegmentMutation] 3985
h4 [SinglePointCrossover,OppositeMoveOperator] 3905
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 3977
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 3998
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 3942
h8 [IntegerTwoPointsCrossover,SegmentMutation] 3978
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 4058
h10 [MultiPointsCrossover,BitFlipMutation] 3985
h11 [MultiPointsCrossover,LoopMoveOperator] 4023
h12 [MultiPointsCrossover,LocalMoveOperator] 4074
h13 [MultiPointsCrossover,SegmentMutation] 3985
h14 [MultiPointsCrossover,OppositeMoveOperator] 4060
