h0 [SinglePointCrossover,BitFlipMutation] 4060
h1 [SinglePointCrossover,LoopMoveOperator] 4002
h2 [SinglePointCrossover,LocalMoveOperator] 3988
h3 [SinglePointCrossover,SegmentMutation] 3970
h4 [SinglePointCrossover,OppositeMoveOperator] 4040
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 3960
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 4009
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 4101
h8 [IntegerTwoPointsCrossover,SegmentMutation] 3926
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 4063
h10 [MultiPointsCrossover,BitFlipMutation] 4023
h11 [MultiPointsCrossover,LoopMoveOperator] 3982
h12 [MultiPointsCrossover,LocalMoveOperator] 3977
h13 [MultiPointsCrossover,SegmentMutation] 3939
h14 [MultiPointsCrossover,OppositeMoveOperator] 3960
