h0 [SinglePointCrossover,BitFlipMutation] 4003
h1 [SinglePointCrossover,LoopMoveOperator] 3958
h2 [SinglePointCrossover,LocalMoveOperator] 3954
h3 [SinglePointCrossover,SegmentMutation] 4092
h4 [SinglePointCrossover,OppositeMoveOperator] 4036
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 3990
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 4014
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 4003
h8 [IntegerTwoPointsCrossover,SegmentMutation] 4097
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 3966
h10 [MultiPointsCrossover,BitFlipMutation] 4025
h11 [MultiPointsCrossover,LoopMoveOperator] 3919
h12 [MultiPointsCrossover,LocalMoveOperator] 4040
h13 [MultiPointsCrossover,SegmentMutation] 3953
h14 [MultiPointsCrossover,OppositeMoveOperator] 3950
