h0 [SinglePointCrossover,BitFlipMutation] 3920
h1 [SinglePointCrossover,LoopMoveOperator] 4058
h2 [SinglePointCrossover,LocalMoveOperator] 3998
h3 [SinglePointCrossover,SegmentMutation] 4060
h4 [SinglePointCrossover,OppositeMoveOperator] 3899
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 4040
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 4030
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 4123
h8 [IntegerTwoPointsCrossover,SegmentMutation] 4011
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 4007
h10 [MultiPointsCrossover,BitFlipMutation] 4004
h11 [MultiPointsCrossover,LoopMoveOperator] 3923
h12 [MultiPointsCrossover,LocalMoveOperator] 4025
h13 [MultiPointsCrossover,SegmentMutation] 3886
h14 [MultiPointsCrossover,OppositeMoveOperator] 4016
