h0 [SinglePointCrossover,BitFlipMutation] 3939
h1 [SinglePointCrossover,LoopMoveOperator] 4012
h2 [SinglePointCrossover,LocalMoveOperator] 3973
h3 [SinglePointCrossover,SegmentMutation] 3898
h4 [SinglePointCrossover,OppositeMoveOperator] 3978
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 3963
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 3888
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 3936
h8 [IntegerTwoPointsCrossover,SegmentMutation] 4062
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 3963
h10 [MultiPointsCrossover,BitFlipMutation] 4001
h11 [MultiPointsCrossover,LoopMoveOperator] 3943
h12 [MultiPointsCrossover,LocalMoveOperator] 3957
h13 [MultiPointsCrossover,SegmentMutation] 4015
h14 [MultiPointsCrossover,OppositeMoveOperator] 3972
