h0 [SinglePointCrossover,BitFlipMutation] 4085
h1 [SinglePointCrossover,LoopMoveOperator] 4037
h2 [SinglePointCrossover,LocalMoveOperator] 4073
h3 [SinglePointCrossover,SegmentMutation] 3897
h4 [SinglePointCrossover,OppositeMoveOperator] 3948
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 3920
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 4014
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 4088
h8 [IntegerTwoPointsCrossover,SegmentMutation] 3996
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 3990
h10 [MultiPointsCrossover,BitFlipMutation] 3955
h11 [MultiPointsCrossover,LoopMoveOperator] 4079
h12 [MultiPointsCrossover,LocalMoveOperator] 3935
h13 [MultiPointsCrossover,SegmentMutation] 4103
h14 [MultiPointsCrossover,OppositeMoveOperator] 3880
