h0 [SinglePointCrossover,BitFlipMutation] 2060
h1 [SinglePointCrossover,LoopMoveOperator] 2044
h2 [SinglePointCrossover,LocalMoveOperator] 1929
h3 [SinglePointCrossover,SegmentMutation] 1945
h4 [SinglePointCrossover,OppositeMoveOperator] 2039
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 1952
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 1993
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 1947
h8 [IntegerTwoPointsCrossover,SegmentMutation] 2000
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 2011
h10 [MultiPointsCrossover,BitFlipMutation] 1936
h11 [MultiPointsCrossover,LoopMoveOperator] 2082
h12 [MultiPointsCrossover,LocalMoveOperator] 1931
h13 [MultiPointsCrossover,SegmentMutation] 1915
h14 [MultiPointsCrossover,OppositeMoveOperator] 2016
