h0 [SinglePointCrossover,BitFlipMutation] 2023
h1 [SinglePointCrossover,LoopMoveOperator] 1998
h2 [SinglePointCrossover,LocalMoveOperator] 1940
h3 [SinglePointCrossover,SegmentMutation] 1935
h4 [SinglePointCrossover,OppositeMoveOperator] 2003
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 1943
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 1983
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 1992
h8 [IntegerTwoPointsCrossover,SegmentMutation] 2062
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 1956
h10 [MultiPointsCrossover,BitFlipMutation] 2026
h11 [MultiPointsCrossover,LoopMoveOperator] 2007
h12 [MultiPointsCrossover,LocalMoveOperator] 2003
h13 [MultiPointsCrossover,SegmentMutation] 1969
h14 [MultiPointsCrossover,OppositeMoveOperator] 1960
