h0 [SinglePointCrossover,BitFlipMutation] 1981
h1 [SinglePointCrossover,LoopMoveOperator] 1952
h2 [SinglePointCrossover,LocalMoveOperator] 1950
h3 [SinglePointCrossover,SegmentMutation] 1916
h4 [SinglePointCrossover,OppositeMoveOperator] 2011
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 2005
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 1980
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 2003
h8 [IntegerTwoPointsCrossover,SegmentMutation] 1904
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 1984
h10 [MultiPointsCrossover,BitFlipMutation] 2015
h11 [MultiPointsCrossover,LoopMoveOperator] 2009
h12 [MultiPointsCrossover,LocalMoveOperator] 1969
h13 [MultiPointsCrossover,SegmentMutation] 2001
h14 [MultiPointsCrossover,OppositeMoveOperator] 2020
