h0 [SinglePointCrossover,BitFlipMutation] 2020
h1 [SinglePointCrossover,LoopMoveOperator] 1925
h2 [SinglePointCrossover,LocalMoveOperator] 2009
h3 [SinglePointCrossover,SegmentMutation] 1988
h4 [SinglePointCrossover,OppositeMoveOperator] 1993
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 1963
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 1974
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 1982
h8 [IntegerTwoPointsCrossover,SegmentMutation] 1921
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 1938
h10 [MultiPointsCrossover,BitFlipMutation] 2040
h11 [MultiPointsCrossover,LoopMoveOperator] 1925
h12 [MultiPointsCrossover,LocalMoveOperator] 2003
h13 [MultiPointsCrossover,SegmentMutation] 2047
h14 [MultiPointsCrossover,OppositeMoveOperator] 2022
