h0 [SinglePointCrossover,BitFlipMutation] 3908
h1 [SinglePointCrossover,LoopMoveOperator] 3851
h2 [SinglePointCrossover,LocalMoveOperator] 3912
h3 [SinglePointCrossover,SegmentMutation] 4071
h4 [SinglePointCrossover,OppositeMoveOperator] 3884
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 3988
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 3998
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 3905
h8 [IntegerTwoPointsCrossover,SegmentMutation] 3977
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 4018
h10 [MultiPointsCrossover,BitFlipMutation] 4023
h11 [MultiPointsCrossover,LoopMoveOperator] 4067
h12 [MultiPointsCrossover,LocalMoveOperator] 4010
h13 [MultiPointsCrossover,SegmentMutation] 3861
h14 [MultiPointsCrossover,OppositeMoveOperator] 3927
