h0 [SinglePointCrossover,BitFlipMutation] 1995
h1 [SinglePointCrossover,LoopMoveOperator] 1951
h2 [SinglePointCrossover,LocalMoveOperator] 1965
h3 [SinglePointCrossover,SegmentMutation] 2005
h4 [SinglePointCrossover,OppositeMoveOperator] 1938
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 2002
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 2043
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 1981
h8 [IntegerTwoPointsCrossover,SegmentMutation] 1925
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 1997
h10 [MultiPointsCrossover,BitFlipMutation] 2009
h11 [MultiPointsCrossover,LoopMoveOperator] 2026
h12 [MultiPointsCrossover,LocalMoveOperator] 2002
h13 [MultiPointsCrossover,SegmentMutation] 1983
h14 [MultiPointsCrossover,OppositeMoveOperator] 1928
