h0 [SinglePointCrossover,BitFlipMutation] 4044
h1 [SinglePointCrossover,LoopMoveOperator] 4023
h2 [SinglePointCrossover,LocalMoveOperator] 4089
h3 [SinglePointCrossover,SegmentMutation] 3998
h4 [SinglePointCrossover,OppositeMoveOperator] 3982
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 3890
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 3927
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 3982
h8 [IntegerTwoPointsCrossover,SegmentMutation] 4029
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 3994
h10 [MultiPointsCrossover,BitFlipMutation] 4067
h11 [MultiPointsCrossover,LoopMoveOperator] 3961
h12 [MultiPointsCrossover,LocalMoveOperator] 3941
h13 [MultiPointsCrossover,SegmentMutation] 4061
h14 [MultiPointsCrossover,OppositeMoveOperator] 4012
