h0 [SinglePointCrossover,BitFlipMutation] 4061
h1 [SinglePointCrossover,LoopMoveOperator] 3942
h2 [SinglePointCrossover,LocalMoveOperator] 4006
h3 [SinglePointCrossover,SegmentMutation] 3968
h4 [SinglePointCrossover,OppositeMoveOperator] 3983
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 3969
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 4105
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 4007
h8 [IntegerTwoPointsCrossover,SegmentMutation] 3964
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 4003
h10 [MultiPointsCrossover,BitFlipMutation] 3994
h11 [MultiPointsCrossover,LoopMoveOperator] 4050
h12 [MultiPointsCrossover,LocalMoveOperator] 4089
h13 [MultiPointsCrossover,SegmentMutation] 4108
h14 [MultiPointsCrossover,OppositeMoveOperator] 3951
