h0 [SinglePointCrossover,BitFlipMutation] 3898
h1 [SinglePointCrossover,LoopMoveOperator] 3886
h2 [SinglePointCrossover,LocalMoveOperator] 4026
h3 [SinglePointCrossover,SegmentMutation] 4132
h4 [SinglePointCrossover,OppositeMoveOperator] 3977
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 3909
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 3978
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 4015
h8 [IntegerTwoPointsCrossover,SegmentMutation] 4033
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 4012
h10 [MultiPointsCrossover,BitFlipMutation] 4053
h11 [MultiPointsCrossover,LoopMoveOperator] 3978
h12 [MultiPointsCrossover,LocalMoveOperator] 3992
h13 [MultiPointsCrossover,SegmentMutation] 3985
h14 [MultiPointsCrossover,OppositeMoveOperator] 4126
