h0 [SinglePointCrossover,BitFlipMutation] 4001
h1 [SinglePointCrossover,LoopMoveOperator] 3873
h2 [SinglePointCrossover,LocalMoveOperator] 3938
h3 [SinglePointCrossover,SegmentMutation] 3979
h4 [SinglePointCrossover,OppositeMoveOperator] 3946
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 3980
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 3990
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 3920
h8 [IntegerTwoPointsCrossover,SegmentMutation] 3890
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 3946
h10 [MultiPointsCrossover,BitFlipMutation] 4067
h11 [MultiPointsCrossover,LoopMoveOperator] 4085
h12 [MultiPointsCrossover,LocalMoveOperator] 3915
h13 [MultiPointsCrossover,SegmentMutation] 4008
h14 [MultiPointsCrossover,OppositeMoveOperator] 3962
