h0 [SinglePointCrossover,BitFlipMutation] 4109
h1 [SinglePointCrossover,LoopMoveOperator] 3976
h2 [SinglePointCrossover,LocalMoveOperator] 4115
h3 [SinglePointCrossover,SegmentMutation] 4008
h4 [SinglePointCrossover,OppositeMoveOperator] 3921
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 4124
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 4004
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 4057
h8 [IntegerTwoPointsCrossover,SegmentMutation] 4042
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 3966
h10 [MultiPointsCrossover,BitFlipMutation] 3921
h11 [MultiPointsCrossover,LoopMoveOperator] 3983
h12 [MultiPointsCrossover,LocalMoveOperator] 4061
h13 [MultiPointsCrossover,SegmentMutation] 4003
h14 [MultiPointsCrossover,OppositeMoveOperator] 3910
