h0 [SinglePointCrossover,BitFlipMutation] 1942
h1 [SinglePointCrossover,LoopMoveOperator] 1979
h2 [SinglePointCrossover,LocalMoveOperator] 2024
h3 [SinglePointCrossover,SegmentMutation] 1945
h4 [SinglePointCrossover,OppositeMoveOperator] 1961
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 1952
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 1999
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 2007
h8 [IntegerTwoPointsCrossover,SegmentMutation] 1969
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 2041
h10 [MultiPointsCrossover,BitFlipMutation] 2034
h11 [MultiPointsCrossover,LoopMoveOperator] 1964
h12 [MultiPointsCrossover,LocalMoveOperator] 1879
h13 [MultiPointsCrossover,SegmentMutation] 2024
h14 [MultiPointsCrossover,OppositeMoveOperator] 2030
