h0 [SinglePointCrossover,BitFlipMutation] 3908
h1 [SinglePointCrossover,LoopMoveOperator] 3941
h2 [SinglePointCrossover,LocalMoveOperator] 4039
h3 [SinglePointCrossover,SegmentMutation] 4026
h4 [SinglePointCrossover,OppositeMoveOperator] 3937
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 4092
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 4066
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 4070
h8 [IntegerTwoPointsCrossover,SegmentMutation] 4010
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 3991
h10 [MultiPointsCrossover,BitFlipMutation] 3945
h11 [MultiPointsCrossover,LoopMoveOperator] 4029
h12 [MultiPointsCrossover,LocalMoveOperator] 3985
h13 [MultiPointsCrossover,SegmentMutation] 3986
h14 [MultiPointsCrossover,OppositeMoveOperator] 3975
