h0 [SinglePointCrossover,BitFlipMutation] 2020
h1 [SinglePointCrossover,LoopMoveOperator] 1996
h2 [SinglePointCrossover,LocalMoveOperator] 1936
h3 [SinglePointCrossover,SegmentMutation] 2033
h4 [SinglePointCrossover,OppositeMoveOperator] 2016
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 1976
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 2034
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 1995
h8 [IntegerTwoPointsCrossover,SegmentMutation] 1967
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 1922
h10 [MultiPointsCrossover,BitFlipMutation] 1949
h11 [MultiPointsCrossover,LoopMoveOperator] 2020
h12 [MultiPointsCrossover,LocalMoveOperator] 1954
h13 [MultiPointsCrossover,SegmentMutation] 1971
h14 [MultiPointsCrossover,OppositeMoveOperator] 1961
