h0 [SinglePointCrossover,BitFlipMutation] 2014
h1 [SinglePointCrossover,LoopMoveOperator] 1992
h2 [SinglePointCrossover,LocalMoveOperator] 1993
h3 [SinglePointCrossover,SegmentMutation] 1942
h4 [SinglePointCrossover,OppositeMoveOperator] 2030
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 1968
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 2021
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 2015
h8 [IntegerTwoPointsCrossover,SegmentMutation] 1975
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 1989
h10 [MultiPointsCrossover,BitFlipMutation] 2052
h11 [MultiPointsCrossover,LoopMoveOperator] 1994
h12 [MultiPointsCrossover,LocalMoveOperator] 1922
h13 [MultiPointsCrossover,SegmentMutation] 1879
h14 [MultiPointsCrossover,OppositeMoveOperator] 1964
