h0 [SinglePointCrossover,BitFlipMutation] 4053
h1 [SinglePointCrossover,LoopMoveOperator] 3938
h2 [SinglePointCrossover,LocalMoveOperator] 4091
h3 [SinglePointCrossover,SegmentMutation] 4116
h4 [SinglePointCrossover,OppositeMoveOperator] 3897
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 3992
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 4020
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 4069
h8 [IntegerTwoPointsCrossover,SegmentMutation] 4083
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 4031
h10 [MultiPointsCrossover,BitFlipMutation] 4006
h11 [MultiPointsCrossover,LoopMoveOperator] 3908
h12 [MultiPointsCrossover,LocalMoveOperator] 3918
h13 [MultiPointsCrossover,SegmentMutation] 3978
h14 [MultiPointsCrossover,OppositeMoveOperator] 4100
