h0 [SinglePointCrossover,BitFlipMutation] 1956
h1 [SinglePointCrossover,LoopMoveOperator] 1950
h2 [SinglePointCrossover,LocalMoveOperator] 1894
h3 [SinglePointCrossover,SegmentMutation] 1989
h4 [SinglePointCrossover,OppositeMoveOperator] 1952
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 1945
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 1976
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 1968
h8 [IntegerTwoPointsCrossover,SegmentMutation] 1970
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 1929
h10 [MultiPointsCrossover,BitFlipMutation] 2012
h11 [MultiPointsCrossover,LoopMoveOperator] 2009
h12 [MultiPointsCrossover,LocalMoveOperator] 1981
h13 [MultiPointsCrossover,SegmentMutation] 2007
h14 [MultiPointsCrossover,OppositeMoveOperator] 1962
