h0 [SinglePointCrossover,BitFlipMutation] 4055
h1 [SinglePointCrossover,LoopMoveOperator] 3963
h2 [SinglePointCrossover,LocalMoveOperator] 3952
h3 [SinglePointCrossover,SegmentMutation] 3987
h4 [SinglePointCrossover,OppositeMoveOperator] 3882
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 4011
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 3965
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 4090
h8 [IntegerTwoPointsCrossover,SegmentMutation] 3940
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 4031
h10 [MultiPointsCrossover,BitFlipMutation] 4016
h11 [MultiPointsCrossover,LoopMoveOperator] 4068
h12 [MultiPointsCrossover,LocalMoveOperator] 4004
h13 [MultiPointsCrossover,SegmentMutation] 4056
h14 [MultiPointsCrossover,OppositeMoveOperator] 3980
