h0 [SinglePointCrossover,BitFlipMutation] 4043
h1 [SinglePointCrossover,LoopMoveOperator] 4023
h2 [SinglePointCrossover,LocalMoveOperator] 4059
h3 [SinglePointCrossover,SegmentMutation] 4054
h4 [SinglePointCrossover,OppositeMoveOperator] 4035
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 3836
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 4045
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 3991
h8 [IntegerTwoPointsCrossover,SegmentMutation] 4005
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 3982
h10 [MultiPointsCrossover,BitFlipMutation] 4033
h11 [MultiPointsCrossover,LoopMoveOperator] 4011
h12 [MultiPointsCrossover,LocalMoveOperator] 4018
h13 [MultiPointsCrossover,SegmentMutation] 4092
h14 [MultiPointsCrossover,OppositeMoveOperator] 3973
