h0 [SinglePointCrossover,BitFlipMutation] 3959
h1 [SinglePointCrossover,LoopMoveOperator] 3978
h2 [SinglePointCrossover,LocalMoveOperator] 3896
h3 [SinglePointCrossover,SegmentMutation] 4038
h4 [SinglePointCrossover,OppositeMoveOperator] 4085
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 3983
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 4026
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 3942
h8 [IntegerTwoPointsCrossover,SegmentMutation] 4053
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 4076
h10 [MultiPointsCrossover,BitFlipMutation] 3870
h11 [MultiPointsCrossover,LoopMoveOperator] 3982
h12 [MultiPointsCrossover,LocalMoveOperator] 3958
h13 [MultiPointsCrossover,SegmentMutation] 4035
h14 [MultiPointsCrossover,OppositeMoveOperator] 4119
