h0 [SinglePointCrossover,BitFlipMutation] 1957
h1 [SinglePointCrossover,LoopMoveOperator] 2013
h2 [SinglePointCrossover,LocalMoveOperator] 1926
h3 [SinglePointCrossover,SegmentMutation] 2024
h4 [SinglePointCrossover,OppositeMoveOperator] 2063
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 2015
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 1917
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 2049
h8 [IntegerTwoPointsCrossover,SegmentMutation] 1952
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 1909
h10 [MultiPointsCrossover,BitFlipMutation] 2026
h11 [MultiPointsCrossover,LoopMoveOperator] 2037
h12 [MultiPointsCrossover,LocalMoveOperator] 1961
h13 [MultiPointsCrossover,SegmentMutation] 1877
h14 [MultiPointsCrossover,OppositeMoveOperator] 1974
