h0 [SinglePointCrossover,BitFlipMutation] 4050
h1 [SinglePointCrossover,LoopMoveOperator] 4080
h2 [SinglePointCrossover,LocalMoveOperator] 3969
h3 [SinglePointCrossover,SegmentMutation] 4005
h4 [SinglePointCrossover,OppositeMoveOperator] 4026
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 3903
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 3956
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 4080
h8 [IntegerTwoPointsCrossover,SegmentMutation] 4052
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 3937
h10 [MultiPointsCrossover,BitFlipMutation] 3978
h11 [MultiPointsCrossover,LoopMoveOperator] 3922
h12 [MultiPointsCrossover,LocalMoveOperator] 4038
h13 [MultiPointsCrossover,SegmentMutation] 3966
h14 [MultiPointsCrossover,OppositeMoveOperator] 4038
