h0 [SinglePointCrossover,BitFlipMutation] 3972
h1 [SinglePointCrossover,LoopMoveOperator] 3973
h2 [SinglePointCrossover,LocalMoveOperator] 3949
h3 [SinglePointCrossover,SegmentMutation] 4000
h4 [SinglePointCrossover,OppositeMoveOperator] 4026
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 4003
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 3954
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 3991
h8 [IntegerTwoPointsCrossover,SegmentMutation] 4101
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 4023
h10 [MultiPointsCrossover,BitFlipMutation] 4081
h11 [MultiPointsCrossover,LoopMoveOperator] 3894
h12 [MultiPointsCrossover,LocalMoveOperator] 4007
h13 [MultiPointsCrossover,SegmentMutation] 4030
h14 [MultiPointsCrossover,OppositeMoveOperator] 3996
