h0 [SinglePointCrossover,BitFlipMutation] 1590
h1 [SinglePointCrossover,LoopMoveOperator] 1712
h2 [SinglePointCrossover,LocalMoveOperator] 1663
h3 [SinglePointCrossover,SegmentMutation] 1616
h4 [SinglePointCrossover,OppositeMoveOperator] 1656
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 1746
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 1621
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 1699
h8 [IntegerTwoPointsCrossover,SegmentMutation] 1725
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 1709
h10 [MultiPointsCrossover,BitFlipMutation] 1640
h11 [MultiPointsCrossover,LoopMoveOperator] 1621
h12 [MultiPointsCrossover,LocalMoveOperator] 1688
h13 [MultiPointsCrossover,SegmentMutation] 1652
h14 [MultiPointsCrossover,OppositeMoveOperator] 1662
