h0 [SinglePointCrossover,BitFlipMutation] 4155
h1 [SinglePointCrossover,LoopMoveOperator] 3954
h2 [SinglePointCrossover,LocalMoveOperator] 3926
h3 [SinglePointCrossover,SegmentMutation] 4020
h4 [SinglePointCrossover,OppositeMoveOperator] 3920
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 3943
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 3977
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 3942
h8 [IntegerTwoPointsCrossover,SegmentMutation] 3957
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 3878
h10 [MultiPointsCrossover,BitFlipMutation] 3901
h11 [MultiPointsCrossover,LoopMoveOperator] 3949
h12 [MultiPointsCrossover,LocalMoveOperator] 3928
h13 [MultiPointsCrossover,SegmentMutation] 3933
h14 [MultiPointsCrossover,OppositeMoveOperator] 4017
