h0 [SinglePointCrossover,BitFlipMutation] 1990
h1 [SinglePointCrossover,LoopMoveOperator] 2045
h2 [SinglePointCrossover,LocalMoveOperator] 2017
h3 [SinglePointCrossover,SegmentMutation] 2016
h4 [SinglePointCrossover,OppositeMoveOperator] 1896
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 2013
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 1913
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 1994
h8 [IntegerTwoPointsCrossover,SegmentMutation] 2040
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 1927
h10 [MultiPointsCrossover,BitFlipMutation] 1934
h11 [MultiPointsCrossover,LoopMoveOperator] 1941
h12 [MultiPointsCrossover,LocalMoveOperator] 1994
h13 [MultiPointsCrossover,SegmentMutation] 2045
h14 [MultiPointsCrossover,OppositeMoveOperator] 1935
