h0 [SinglePointCrossover,BitFlipMutation] 1914
h1 [SinglePointCrossover,LoopMoveOperator] 1942
h2 [SinglePointCrossover,LocalMoveOperator] 2012
h3 [SinglePointCrossover,SegmentMutation] 2005
h4 [SinglePointCrossover,OppositeMoveOperator] 1911
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 1941
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 1996
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 1942
h8 [IntegerTwoPointsCrossover,SegmentMutation] 1908
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 2036
h10 [MultiPointsCrossover,BitFlipMutation] 2013
h11 [MultiPointsCrossover,LoopMoveOperator] 1965
h12 [MultiPointsCrossover,LocalMoveOperator] 1983
h13 [MultiPointsCrossover,SegmentMutation] 2002
h14 [MultiPointsCrossover,OppositeMoveOperator] 1930
