h0 [SinglePointCrossover,BitFlipMutation] 4026
h1 [SinglePointCrossover,LoopMoveOperator] 4084
h2 [SinglePointCrossover,LocalMoveOperator] 4041
h3 [SinglePointCrossover,SegmentMutation] 3989
h4 [SinglePointCrossover,OppositeMoveOperator] 3902
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 4069
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 4033
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 3943
h8 [IntegerTwoPointsCrossover,SegmentMutation] 4006
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 3881
h10 [MultiPointsCrossover,BitFlipMutation] 3884
h11 [MultiPointsCrossover,LoopMoveOperator] 4107
h12 [MultiPointsCrossover,LocalMoveOperator] 4106
h13 [MultiPointsCrossover,SegmentMutation] 3915
h14 [MultiPointsCrossover,OppositeMoveOperator] 4014
