h0 [SinglePointCrossover,BitFlipMutation] 1978
h1 [SinglePointCrossover,LoopMoveOperator] 2045
h2 [SinglePointCrossover,LocalMoveOperator] 2041
h3 [SinglePointCrossover,SegmentMutation] 1903
h4 [SinglePointCrossover,OppositeMoveOperator] 1910
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 1994
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 1946
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 1904
h8 [IntegerTwoPointsCrossover,SegmentMutation] 2046
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 2064
h10 [MultiPointsCrossover,BitFlipMutation] 2048
h11 [MultiPointsCrossover,LoopMoveOperator] 2056
h12 [MultiPointsCrossover,LocalMoveOperator] 1999
h13 [MultiPointsCrossover,SegmentMutation] 1917
h14 [MultiPointsCrossover,OppositeMoveOperator] 1999
