h0 [SinglePointCrossover,BitFlipMutation] 4109
h1 [SinglePointCrossover,LoopMoveOperator] 3925
h2 [SinglePointCrossover,LocalMoveOperator] 4093
h3 [SinglePointCrossover,SegmentMutation] 3933
h4 [SinglePointCrossover,OppositeMoveOperator] 3865
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 3895
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 3902
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 4047
h8 [IntegerTwoPointsCrossover,SegmentMutation] 3891
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 4005
h10 [MultiPointsCrossover,BitFlipMutation] 3961
h11 [MultiPointsCrossover,LoopMoveOperator] 3942
h12 [MultiPointsCrossover,LocalMoveOperator] 4004
h13 [MultiPointsCrossover,SegmentMutation] 3963
h14 [MultiPointsCrossover,OppositeMoveOperator] 3965
