h0 [SinglePointCrossover,BitFlipMutation] 4015
h1 [SinglePointCrossover,LoopMoveOperator] 3964
h2 [SinglePointCrossover,LocalMoveOperator] 4006
h3 [SinglePointCrossover,SegmentMutation] 4071
h4 [SinglePointCrossover,OppositeMoveOperator] 3877
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 4017
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 3901
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 4009
h8 [IntegerTwoPointsCrossover,SegmentMutation] 3990
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 4096
h10 [MultiPointsCrossover,BitFlipMutation] 3992
h11 [MultiPointsCrossover,LoopMoveOperator] 3990
h12 [MultiPointsCrossover,LocalMoveOperator] 4020
h13 [MultiPointsCrossover,SegmentMutation] 4088
h14 [MultiPointsCrossover,OppositeMoveOperator] 3964
