h0 [SinglePointCrossover,BitFlipMutation] 4047
h1 [SinglePointCrossover,LoopMoveOperator] 4142
h2 [SinglePointCrossover,LocalMoveOperator] 3877
h3 [SinglePointCrossover,SegmentMutation] 3913
h4 [SinglePointCrossover,OppositeMoveOperator] 3864
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 3858
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 4165
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 4010
h8 [IntegerTwoPointsCrossover,SegmentMutation] 4198
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 3964
h10 [MultiPointsCrossover,BitFlipMutation] 3958
h11 [MultiPointsCrossover,LoopMoveOperator] 4104
h12 [MultiPointsCrossover,LocalMoveOperator] 4100
h13 [MultiPointsCrossover,SegmentMutation] 4006
h14 [MultiPointsCrossover,OppositeMoveOperator] 4094
