h0 [SinglePointCrossover,BitFlipMutation] 1978
h1 [SinglePointCrossover,LoopMoveOperator] 1916
h2 [SinglePointCrossover,LocalMoveOperator] 1973
h3 [SinglePointCrossover,SegmentMutation] 1972
h4 [SinglePointCrossover,OppositeMoveOperator] 1986
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 2050
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 2076
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 1976
h8 [IntegerTwoPointsCrossover,SegmentMutation] 2011
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 1980
h10 [MultiPointsCrossover,BitFlipMutation] 1951
h11 [MultiPointsCrossover,LoopMoveOperator] 1873
h12 [MultiPointsCrossover,LocalMoveOperator] 1993
h13 [MultiPointsCrossover,SegmentMutation] 1999
h14 [MultiPointsCrossover,OppositeMoveOperator] 1966
