h0 [SinglePointCrossover,BitFlipMutation] 3986
h1 [SinglePointCrossover,LoopMoveOperator] 4044
h2 [SinglePointCrossover,LocalMoveOperator] 3977
h3 [SinglePointCrossover,SegmentMutation] 4044
h4 [SinglePointCrossover,OppositeMoveOperator] 4033
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 4072
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 4023
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 4019
h8 [IntegerTwoPointsCrossover,SegmentMutation] 3933
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 3927
h10 [MultiPointsCrossover,BitFlipMutation] 3936
h11 [MultiPointsCrossover,LoopMoveOperator] 4040
h12 [MultiPointsCrossover,LocalMoveOperator] 4026
h13 [MultiPointsCrossover,SegmentMutation] 3980
h14 [MultiPointsCrossover,OppositeMoveOperator] 3960
