h0 [SinglePointCrossover,BitFlipMutation] 3935
h1 [SinglePointCrossover,LoopMoveOperator] 4023
h2 [SinglePointCrossover,LocalMoveOperator] 4070
h3 [SinglePointCrossover,SegmentMutation] 3966
h4 [SinglePointCrossover,OppositeMoveOperator] 3937
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 3951
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 3981
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 3990
h8 [IntegerTwoPointsCrossover,SegmentMutation] 3908
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 4031
h10 [MultiPointsCrossover,BitFlipMutation] 3982
h11 [MultiPointsCrossover,LoopMoveOperator] 4027
h12 [MultiPointsCrossover,LocalMoveOperator] 4015
h13 [MultiPointsCrossover,SegmentMutation] 4073
h14 [MultiPointsCrossover,OppositeMoveOperator] 4111
