h0 [SinglePointCrossover,BitFlipMutation] 1995
h1 [SinglePointCrossover,LoopMoveOperator] 2064
h2 [SinglePointCrossover,LocalMoveOperator] 1950
h3 [SinglePointCrossover,SegmentMutation] 2009
h4 [SinglePointCrossover,OppositeMoveOperator] 2004
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 1936
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 1947
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 1993
h8 [IntegerTwoPointsCrossover,SegmentMutation] 1988
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 1909
h10 [MultiPointsCrossover,BitFlipMutation] 2094
h11 [MultiPointsCrossover,LoopMoveOperator] 1983
h12 [MultiPointsCrossover,LocalMoveOperator] 1957
h13 [MultiPointsCrossover,SegmentMutation] 1920
h14 [MultiPointsCrossover,OppositeMoveOperator] 2001
