h0 [SinglePointCrossover,BitFlipMutation] 2111
h1 [SinglePointCrossover,LoopMoveOperator] 2005
h2 [SinglePointCrossover,LocalMoveOperator] 1877
h3 [SinglePointCrossover,SegmentMutation] 2001
h4 [SinglePointCrossover,OppositeMoveOperator] 2015
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 1867
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 2011
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 1913
h8 [IntegerTwoPointsCrossover,SegmentMutation] 1921
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 2056
h10 [MultiPointsCrossover,BitFlipMutation] 2092
h11 [MultiPointsCrossover,LoopMoveOperator] 1952
h12 [MultiPointsCrossover,LocalMoveOperator] 1891
h13 [MultiPointsCrossover,SegmentMutation] 1999
h14 [MultiPointsCrossover,OppositeMoveOperator] 1989
