h0 [SinglePointCrossover,BitFlipMutation] 4014
h1 [SinglePointCrossover,LoopMoveOperator] 4059
h2 [SinglePointCrossover,LocalMoveOperator] 3978
h3 [SinglePointCrossover,SegmentMutation] 4041
h4 [SinglePointCrossover,OppositeMoveOperator] 4009
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 4010
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 4091
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 3946
h8 [IntegerTwoPointsCrossover,SegmentMutation] 3962
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 3924
h10 [MultiPointsCrossover,BitFlipMutation] 3950
h11 [MultiPointsCrossover,LoopMoveOperator] 4009
h12 [MultiPointsCrossover,LocalMoveOperator] 3976
h13 [MultiPointsCrossover,SegmentMutation] 4113
h14 [MultiPointsCrossover,OppositeMoveOperator] 3918
