h0 [SinglePointCrossover,BitFlipMutation] 3959
h1 [SinglePointCrossover,LoopMoveOperator] 3982
h2 [SinglePointCrossover,LocalMoveOperator] 4042
h3 [SinglePointCrossover,SegmentMutation] 3931
h4 [SinglePointCrossover,OppositeMoveOperator] 3989
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 3952
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 3959
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 4037
h8 [IntegerTwoPointsCrossover,SegmentMutation] 3969
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 4013
h10 [MultiPointsCrossover,BitFlipMutation] 4089
h11 [MultiPointsCrossover,LoopMoveOperator] 4129
h12 [MultiPointsCrossover,LocalMoveOperator] 3881
h13 [MultiPointsCrossover,SegmentMutation] 4080
h14 [MultiPointsCrossover,OppositeMoveOperator] 3988
