h0 [SinglePointCrossover,BitFlipMutation] 2018
h1 [SinglePointCrossover,LoopMoveOperator] 1992
h2 [SinglePointCrossover,LocalMoveOperator] 2039
h3 [SinglePointCrossover,SegmentMutation] 2044
h4 [SinglePointCrossover,OppositeMoveOperator] 1958
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 2001
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 2011
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 1999
h8 [IntegerTwoPointsCrossover,SegmentMutation] 2006
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 1951
h10 [MultiPointsCrossover,BitFlipMutation] 1962
h11 [MultiPointsCrossover,LoopMoveOperator] 1941
h12 [MultiPointsCrossover,LocalMoveOperator] 1959
h13 [MultiPointsCrossover,SegmentMutation] 1953
h14 [MultiPointsCrossover,OppositeMoveOperator] 1966
