h0 [SinglePointCrossover,BitFlipMutation] 3998
h1 [SinglePointCrossover,LoopMoveOperator] 4049
h2 [SinglePointCrossover,LocalMoveOperator] 3947
h3 [SinglePointCrossover,SegmentMutation] 4048
h4 [SinglePointCrossover,OppositeMoveOperator] 3959
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 3956
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 4063
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 3938
h8 [IntegerTwoPointsCrossover,SegmentMutation] 4069
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 4098
h10 [MultiPointsCrossover,BitFlipMutation] 3778
h11 [MultiPointsCrossover,LoopMoveOperator] 4083
h12 [MultiPointsCrossover,LocalMoveOperator] 4016
h13 [MultiPointsCrossover,SegmentMutation] 3926
h14 [MultiPointsCrossover,OppositeMoveOperator] 4072
