h0 [SinglePointCrossover,BitFlipMutation] 2041
h1 [SinglePointCrossover,LoopMoveOperator] 2000
h2 [SinglePointCrossover,LocalMoveOperator] 1973
h3 [SinglePointCrossover,SegmentMutation] 1943
h4 [SinglePointCrossover,OppositeMoveOperator] 2061
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 2010
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 2019
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 2024
h8 [IntegerTwoPointsCrossover,SegmentMutation] 1976
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 1902
h10 [MultiPointsCrossover,BitFlipMutation] 1992
h11 [MultiPointsCrossover,LoopMoveOperator] 2005
h12 [MultiPointsCrossover,LocalMoveOperator] 1962
h13 [MultiPointsCrossover,SegmentMutation] 1988
h14 [MultiPointsCrossover,OppositeMoveOperator] 1954
