h0 [SinglePointCrossover,BitFlipMutation] 3972
h1 [SinglePointCrossover,LoopMoveOperator] 3947
h2 [SinglePointCrossover,LocalMoveOperator] 4082
h3 [SinglePointCrossover,SegmentMutation] 3990
h4 [SinglePointCrossover,OppositeMoveOperator] 4051
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 3941
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 4012
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 4024
h8 [IntegerTwoPointsCrossover,SegmentMutation] 3892
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 3982
h10 [MultiPointsCrossover,BitFlipMutation] 4086
h11 [MultiPointsCrossover,LoopMoveOperator] 3945
h12 [MultiPointsCrossover,LocalMoveOperator] 4017
h13 [MultiPointsCrossover,SegmentMutation] 4037
h14 [MultiPointsCrossover,OppositeMoveOperator] 4022
